gp,rcu,rcu_eff,rep,hostmm_ms,threads,gomaxprocs
2,expedited,1,40,0.020,5,2
4,expedited,1,1,0.022,8,4
4,expedited,1,2,0.014,7,4
4,expedited,1,3,0.021,7,4
4,expedited,1,4,0.019,7,4
4,expedited,1,5,0.022,8,4
4,expedited,1,6,0.014,7,4
4,expedited,1,7,0.023,7,4
4,expedited,1,8,0.024,8,4
4,expedited,1,9,0.015,7,4
4,expedited,1,10,0.017,8,4
4,expedited,1,11,0.015,8,4
4,expedited,1,12,0.021,8,4
4,expedited,1,13,0.014,7,4
4,expedited,1,14,0.014,7,4
4,expedited,1,15,0.024,7,4
4,expedited,1,16,0.028,7,4
4,expedited,1,17,0.015,8,4
4,expedited,1,18,0.034,8,4
4,expedited,1,19,0.018,7,4
4,expedited,1,20,0.034,7,4
4,expedited,1,21,0.016,7,4
4,expedited,1,22,0.014,7,4
4,expedited,1,23,0.023,7,4
4,expedited,1,24,0.014,8,4
4,expedited,1,25,0.015,8,4
4,expedited,1,26,0.022,8,4
4,expedited,1,27,0.023,7,4
4,expedited,1,28,0.017,7,4
4,expedited,1,29,0.015,7,4
4,expedited,1,30,0.020,8,4
4,expedited,1,31,0.030,7,4
4,expedited,1,32,0.016,8,4
4,expedited,1,33,0.017,7,4
4,expedited,1,34,0.023,7,4
4,expedited,1,35,0.014,7,4
4,expedited,1,36,0.046,7,4
4,expedited,1,37,0.014,7,4
4,expedited,1,38,0.021,7,4
4,expedited,1,39,0.022,7,4
4,expedited,1,40,0.016,7,4
8,expedited,1,1,0.013,9,8
8,expedited,1,2,0.019,9,8
8,expedited,1,3,0.017,8,8
8,expedited,1,4,0.027,8,8
8,expedited,1,5,0.015,9,8
8,expedited,1,6,0.022,9,8
8,expedited,1,7,0.020,8,8
8,expedited,1,8,0.021,10,8
8,expedited,1,9,0.017,9,8
8,expedited,1,10,0.013,8,8
8,expedited,1,11,0.015,8,8
8,expedited,1,12,0.022,8,8
8,expedited,1,13,0.019,9,8
8,expedited,1,14,0.014,8,8
8,expedited,1,15,0.019,9,8
8,expedited,1,16,0.024,8,8
8,expedited,1,17,0.015,9,8
8,expedited,1,18,0.018,8,8
8,expedited,1,19,0.027,9,8
8,expedited,1,20,0.020,9,8
8,expedited,1,21,0.057,9,8
8,expedited,1,22,0.013,8,8
8,expedited,1,23,0.015,8,8
8,expedited,1,24,0.029,9,8
8,expedited,1,25,0.014,9,8
8,expedited,1,26,0.014,9,8
8,expedited,1,27,0.015,8,8
8,expedited,1,28,0.024,7,8
8,expedited,1,29,0.024,9,8
8,expedited,1,30,0.018,10,8
8,expedited,1,31,0.030,9,8
8,expedited,1,32,0.018,10,8
8,expedited,1,33,0.018,9,8
8,expedited,1,34,0.027,9,8
8,expedited,1,35,0.014,10,8
8,expedited,1,36,0.032,9,8
8,expedited,1,37,0.014,9,8
8,expedited,1,38,0.024,9,8
8,expedited,1,39,0.014,10,8
8,expedited,1,40,0.023,9,8
16,expedited,1,1,0.021,8,16
16,expedited,1,2,0.012,9,16
16,expedited,1,3,0.021,11,16
16,expedited,1,4,0.019,8,16
16,expedited,1,5,0.022,8,16
16,expedited,1,6,0.020,8,16
16,expedited,1,7,0.020,9,16
16,expedited,1,8,0.019,9,16
16,expedited,1,9,0.018,8,16
16,expedited,1,10,0.017,8,16
16,expedited,1,11,0.015,8,16
16,expedited,1,12,0.019,9,16
16,expedited,1,13,0.020,8,16
16,expedited,1,14,0.026,9,16
16,expedited,1,15,0.021,9,16
16,expedited,1,16,0.031,10,16
16,expedited,1,17,0.032,9,16
16,expedited,1,18,0.025,8,16
16,expedited,1,19,0.013,9,16
16,expedited,1,20,0.014,8,16
16,expedited,1,21,0.024,10,16
16,expedited,1,22,0.030,9,16
16,expedited,1,23,0.021,8,16
16,expedited,1,24,0.014,9,16
16,expedited,1,25,0.032,8,16
16,expedited,1,26,0.023,9,16
16,expedited,1,27,0.013,10,16
16,expedited,1,28,0.020,8,16
16,expedited,1,29,0.016,8,16
16,expedited,1,30,0.028,9,16
16,expedited,1,31,0.015,8,16
16,expedited,1,32,0.019,9,16
16,expedited,1,33,0.019,8,16
16,expedited,1,34,0.022,8,16
16,expedited,1,35,0.023,11,16
16,expedited,1,36,0.014,9,16
16,expedited,1,37,0.021,8,16
16,expedited,1,38,0.026,9,16
16,expedited,1,39,0.020,9,16
16,expedited,1,40,0.024,9,16
32,expedited,1,1,0.021,9,32
32,expedited,1,2,0.016,9,32
32,expedited,1,3,0.045,9,32
32,expedited,1,4,0.020,9,32
32,expedited,1,5,0.027,10,32
32,expedited,1,6,0.058,9,32
32,expedited,1,7,0.021,8,32
32,expedited,1,8,0.044,10,32
32,expedited,1,9,0.024,8,32
32,expedited,1,10,0.014,8,32
32,expedited,1,11,0.020,9,32
32,expedited,1,12,0.020,8,32
32,expedited,1,13,0.022,11,32
32,expedited,1,14,0.014,9,32
32,expedited,1,15,0.014,9,32
32,expedited,1,16,0.018,8,32
32,expedited,1,17,0.018,8,32
32,expedited,1,18,0.043,8,32
32,expedited,1,19,0.021,8,32
32,expedited,1,20,0.024,8,32
32,expedited,1,21,0.015,9,32
32,expedited,1,22,0.017,9,32
32,expedited,1,23,0.018,8,32
32,expedited,1,24,0.020,12,32
32,expedited,1,25,0.032,7,32
32,expedited,1,26,0.019,9,32
32,expedited,1,27,0.096,9,32
32,expedited,1,28,0.023,7,32
32,expedited,1,29,0.024,9,32
32,expedited,1,30,0.019,10,32
32,expedited,1,31,0.022,8,32
32,expedited,1,32,0.038,9,32
32,expedited,1,33,0.037,8,32
32,expedited,1,34,0.029,8,32
32,expedited,1,35,0.019,9,32
32,expedited,1,36,0.023,8,32
32,expedited,1,37,0.019,8,32
32,expedited,1,38,0.026,8,32
32,expedited,1,39,0.020,8,32
32,expedited,1,40,0.016,9,32
64,expedited,1,1,0.020,8,64
64,expedited,1,2,0.021,8,64
64,expedited,1,3,0.014,8,64
64,expedited,1,4,0.020,9,64
64,expedited,1,5,0.028,11,64
64,expedited,1,6,0.016,12,64
64,expedited,1,7,0.015,10,64
64,expedited,1,8,0.017,10,64
64,expedited,1,9,0.023,8,64
64,expedited,1,10,0.029,9,64
64,expedited,1,11,0.015,8,64
64,expedited,1,12,0.020,9,64
64,expedited,1,13,0.027,8,64
64,expedited,1,14,0.027,9,64
64,expedited,1,15,0.020,8,64
64,expedited,1,16,0.024,8,64
64,expedited,1,17,0.017,13,64
64,expedited,1,18,0.016,8,64
64,expedited,1,19,0.022,8,64
64,expedited,1,20,0.021,8,64
64,expedited,1,21,0.030,8,64
64,expedited,1,22,0.019,8,64
64,expedited,1,23,0.015,8,64
64,expedited,1,24,0.017,8,64
64,expedited,1,25,0.015,8,64
64,expedited,1,26,0.016,8,64
64,expedited,1,27,0.039,8,64
64,expedited,1,28,0.022,8,64
64,expedited,1,29,0.022,8,64
64,expedited,1,30,0.018,12,64
64,expedited,1,31,0.014,9,64
64,expedited,1,32,0.034,9,64
64,expedited,1,33,0.019,9,64
64,expedited,1,34,0.033,9,64
64,expedited,1,35,0.020,8,64
64,expedited,1,36,0.022,10,64
64,expedited,1,37,0.031,9,64
64,expedited,1,38,0.020,8,64
64,expedited,1,39,0.016,9,64
64,expedited,1,40,0.020,8,64
