gp,rcu,rcu_eff,rep,hostmm_ms,threads,gomaxprocs
16,normal,0,5,20,13,16
16,normal,0,6,18,15,16
16,normal,0,7,22,14,16
16,normal,0,8,21,14,16
16,normal,0,9,20,13,16
16,normal,0,10,14,15,16
16,normal,0,11,21,13,16
16,normal,0,12,15,13,16
16,normal,0,13,19,14,16
16,normal,0,14,12,13,16
16,normal,0,15,23,17,16
16,normal,0,16,18,12,16
16,normal,0,17,15,16,16
16,normal,0,18,20,14,16
16,normal,0,19,21,13,16
16,normal,0,20,18,14,16
16,normal,0,21,20,13,16
16,normal,0,22,13,13,16
16,normal,0,23,13,13,16
16,normal,0,24,13,15,16
16,normal,0,25,22,13,16
16,normal,0,26,20,14,16
16,normal,0,27,23,15,16
16,normal,0,28,19,15,16
16,normal,0,29,23,14,16
16,normal,0,30,17,14,16
16,normal,0,31,22,14,16
16,normal,0,32,21,13,16
16,normal,0,33,13,12,16
16,normal,0,34,23,14,16
16,normal,0,35,20,13,16
16,normal,0,36,22,13,16
16,normal,0,37,21,15,16
16,normal,0,38,21,13,16
16,normal,0,39,21,13,16
16,normal,0,40,14,13,16
32,normal,0,1,24,15,32
32,normal,0,2,10,14,32
32,normal,0,3,17,18,32
32,normal,0,4,18,17,32
32,normal,0,5,14,18,32
32,normal,0,6,20,17,32
32,normal,0,7,13,18,32
32,normal,0,8,19,17,32
32,normal,0,9,21,18,32
32,normal,0,10,17,15,32
32,normal,0,11,17,13,32
32,normal,0,12,13,13,32
32,normal,0,13,21,13,32
32,normal,0,14,20,14,32
32,normal,0,15,20,15,32
32,normal,0,16,17,16,32
32,normal,0,17,25,16,32
32,normal,0,18,20,15,32
32,normal,0,19,23,16,32
32,normal,0,20,24,15,32
32,normal,0,21,22,20,32
32,normal,0,22,17,16,32
32,normal,0,23,22,14,32
32,normal,0,24,18,16,32
32,normal,0,25,18,19,32
32,normal,0,26,19,14,32
32,normal,0,27,19,16,32
32,normal,0,28,18,17,32
32,normal,0,29,13,17,32
32,normal,0,30,17,18,32
32,normal,0,31,16,16,32
32,normal,0,32,17,18,32
32,normal,0,33,21,15,32
32,normal,0,34,20,18,32
32,normal,0,35,23,16,32
32,normal,0,36,17,16,32
32,normal,0,37,20,14,32
32,normal,0,38,17,13,32
32,normal,0,39,21,16,32
32,normal,0,40,22,17,32
64,normal,0,1,16,15,64
64,normal,0,2,20,19,64
64,normal,0,3,21,16,64
64,normal,0,4,18,16,64
64,normal,0,5,20,17,64
64,normal,0,6,26,15,64
64,normal,0,7,18,14,64
64,normal,0,8,19,13,64
64,normal,0,9,14,18,64
64,normal,0,10,20,15,64
64,normal,0,11,24,13,64
64,normal,0,12,19,14,64
64,normal,0,13,26,15,64
64,normal,0,14,24,18,64
64,normal,0,15,21,14,64
64,normal,0,16,24,14,64
64,normal,0,17,24,18,64
64,normal,0,18,18,17,64
64,normal,0,19,11,14,64
64,normal,0,20,24,14,64
64,normal,0,21,15,14,64
64,normal,0,22,12,15,64
64,normal,0,23,24,14,64
64,normal,0,24,27,13,64
64,normal,0,25,22,15,64
64,normal,0,26,21,19,64
64,normal,0,27,18,13,64
64,normal,0,28,23,15,64
64,normal,0,29,16,19,64
64,normal,0,30,22,16,64
64,normal,0,31,16,13,64
64,normal,0,32,20,19,64
64,normal,0,33,19,13,64
64,normal,0,34,18,18,64
64,normal,0,35,20,18,64
64,normal,0,36,15,14,64
64,normal,0,37,20,18,64
64,normal,0,38,20,14,64
64,normal,0,39,18,15,64
64,normal,0,40,22,15,64
